Category & Name of the Shareholders,No. of shareholder,No. of fully paid up equity shares held,Total no. shares held,"Shareholding % calculated as per SCRR, 1957 As a % of (A+B+C2)",No. of Voting Rights,Total as a % of Total Voting right,No. of equity shares held in dematerialized form(Not Applicable),Script,ScriptCode,marketCap,No. of Shares Underlying Outstanding convertible securities (including Warrants),"Total shareholding , as a % assuming full conversion of convertible securities ( as a percentage of diluted share capital)",No.(a),As a % of total Shares held(b),Partly paid-up equity shares held,Total as a % of (A+B+C),Amount Invested (in Cr),Total Investment by Shareholder
ANIL KUMAR GOEL,1,490000,490000.0,1.91,490000.0,1.91,490000.0,KGDENIM,500239,42.3,,,,,,,0.8079299999999999,1090.182115
ANIL KUMAR GOEL,1,5670000,5670000.0,1.5,5670000.0,1.5,5670000.0,KTKBANK,532652,6868.88,,,,,,,103.0332,1090.182115
ANIL KUMAR GOEL,1,314000,314000.0,1.28,314000.0,1.28,314000.0,NAHARPOLY,523391,491.64,,,,,,,6.292992,1090.182115
ANIL KUMAR GOEL,1,396000,396000.0,1.24,396000.0,1.24,396000.0,LGBBROSLTD,500250,3983.68,,,,0.0,,,49.397632,1090.182115
ANIL KUMAR GOEL,1,730000,730000.0,1.21,730000.0,1.21,730000.0,PANAMAPET,524820,2351.99,,,,,,,28.459079,1090.182115
ANIL KUMAR GOEL,1,180000,180000.0,1.15,180000.0,1.15,180000.0,STARPAPER,516022,254.96,,,,,,,2.93204,1090.182115
Mukesh Ramanlal Gandhi,1,4588000,4588000.0,5.08,4588000.0,5.08,4588000.0,ANGELONE,543235,21108.07,,,,,,,1072.2899559999998,1072.2899559999998
MADHUSUDAN MURLIDHAR KELA,1,20908764,20908764.0,10.49,20908764.0,10.49,20908764.0,CHOICEIN,531358,9937.85,,9.4,,0.0,,,1042.480465,1042.480465
Lakshmi Nandan Reddy Obul,1,29080866,29080866.0,1.3,29080866.0,1.3,29080866.0,SWIGGY,544285,80006.88,,,29080866.0,100.0,,,1040.0894400000002,1040.0894400000002
Alok Bansal,1,6418055,6418055.0,1.4,6418055.0,1.4,6418055.0,POLICYBZR,543390,73573.02,,,,,,,1030.02228,1030.02228
Madhuri Madhusudan Kela,1,1072000,1072000.0,5.36,1072000.0,5.36,1072000.0,IRIS,540735,823.18,,,,0.0,,,44.122448,1000.1244909999998
Madhuri Madhusudan Kela,1,5020000,5020000.0,5.27,5020000.0,5.27,5020000.0,NIYOGIN,538772,446.93,,4.94,,0.0,,,23.553211,1000.1244909999998
Madhuri Madhusudan Kela,1,3379834,3379834.0,2.48,3379834.0,2.48,3379834.0,INDOSTAR,541336,4042.6,,2.1,,0.0,,,100.25648,1000.1244909999998
Madhuri Madhusudan Kela,1,1607717,1607717.0,2.44,1607717.0,2.44,1607717.0,RPTECH,544119,1945.03,,,,0.0,,,47.458732,1000.1244909999998
Madhuri Madhusudan Kela,1,3341700,3341700.0,1.16,3341700.0,1.16,3341700.0,WAAREEENER,544277,67649.45,,,3341700.0,100.0,,,784.7336199999999,1000.1244909999998
Ashish Dhawan,1,3100000,3100000.0,4.79,3100000.0,4.79,3100000.0,AGI,500187,4801.19,,,,,,,229.977001,996.2731609999998
Ashish Dhawan,1,5861223,5861223.0,3.94,5861223.0,3.94,5861223.0,QUESS,539978,10177.97,,,,,,,401.012018,996.2731609999998
Ashish Dhawan,1,4814210,4814210.0,3.77,4814210.0,3.77,4814210.0,GREENLAM,538979,7012.73,,,,,,,264.379921,996.2731609999998
Ashish Dhawan,1,28957491,28957491.0,1.57,28957491.0,1.57,28957491.0,DISHTV,532839,1185.77,,,,,,,18.616589,996.2731609999998
Ashish Dhawan,1,2029799,2029799.0,1.52,2029799.0,1.52,2029799.0,ARVINDFASN,542484,5413.66,,,,0.0,,,82.287632,996.2731609999998
HEMENDRA M KOTHARI,1,25599986,25599986.0,9.13,25599986.0,9.13,25599986.0,SONATSOFTW,532221,10518.73,,,,,,,960.360049,960.360049
Ambarish Raghuvanshi,1,1363029,1363029.0,1.05,1363029.0,1.05,1363029.0,NAUKRI,532777,89552.35,,,,,,,940.299675,940.299675
Rahul Jaimini,1,24309152,24309152.0,1.09,24309152.0,1.09,24309152.0,SWIGGY,544285,80006.88,,,24309152.0,100.0,,,872.0749920000001,872.0749920000001
SELVAM SELVI,1,13664092,13664092.0,3.47,13664092.0,3.47,13664092.0,SUNTV,532733,24998.76,,,,,,,867.456972,867.456972
Rajesh Kumar,1,1684535,1684535.0,1.41,1684535.0,1.41,1684535.0,ALKEM,539523,59426.2,,,,,,,837.90942,837.90942
Het Paresh Mehta,1,3500000,3500000.0,1.22,3500000.0,1.22,3500000.0,WAAREEENER,544277,67649.45,,,3500000.0,100.0,,,825.3232899999999,825.3232899999999
SAROJ KAILASH AGARWAL .,1,27309386,27309386.0,13.62,27309386.0,13.62,27309386.0,JINDWORLD,531543,5830.13,,,,,,,794.0637059999999,794.0637059999999
VIKAS KOTHARI,1,27543850,27543850.0,9.06,27543850.0,9.06,27543850.0,GENUSPOWER,530343,8554.06,,,,,,,774.997836,774.997836
Rajeev Ranjan,1,1485342,1485342.0,1.24,1485342.0,1.24,1485342.0,ALKEM,539523,59426.2,,,,,,,736.88488,736.88488
Vikas Vijaykumar Khemani,1,1380000,1380000.0,6.88,1380000.0,6.88,1380000.0,UPSURGE,531390,180.74,950000.0,9.97,1380000.0,100.0,,,12.434912,709.410885
Vikas Vijaykumar Khemani,1,496219,496219.0,3.31,496219.0,3.31,496219.0,PTCIL,539006,19733.57,,,,,,,653.181167,709.410885
Vikas Vijaykumar Khemani,1,1637256,1637256.0,2.53,1637256.0,2.53,1637256.0,MANINDS,513269,1731.02,,2.44,,0.0,,,43.794806,709.410885
DILIPKUMAR LAKHI,1,122132717,122132717.0,23.04,122132717.0,23.04,122132717.0,WELSPLSOL,500365,2064.7,,,,,,,475.70688,703.2207229999999
DILIPKUMAR LAKHI,1,116057004,116057004.0,4.44,116057004.0,3.33,116057004.0,UNITECH,507878,1741.35,,,,,,,77.31594,703.2207229999999
DILIPKUMAR LAKHI,1,611694,611694.0,4.0,611694.0,4.0,611694.0,AROGRANITE,513729,60.53,,,,,,,2.4212,703.2207229999999
DILIPKUMAR LAKHI,1,654153,654153.0,1.94,654153.0,1.94,654153.0,NDLVENTURE,500189,263.75,,,,,,,5.116750000000001,703.2207229999999
DILIPKUMAR LAKHI,1,4103920,4103920.0,1.76,4103920.0,1.76,4103920.0,AVONMORE,511589,553.93,,,,,,,9.749168,703.2207229999999
DILIPKUMAR LAKHI,1,4968054,4968054.0,1.5,4968054.0,1.5,4968054.0,RELIGARE,532915,7846.93,,,,,,,117.70395,703.2207229999999
DILIPKUMAR LAKHI,1,522505,522505.0,1.05,522505.0,1.05,522505.0,GOCLCORP,506480,1448.27,,,,,,,15.206835,703.2207229999999
Narotam.S.Sekhsaria,1,39792788,39792788.0,1.39,39792788.0,1.39,39792788.0,NYKAA,543384,49320.36,,,,,,,685.553004,685.553004
GOVINDLAL M PARIKH,1,5322127,5322127.0,6.13,5322127.0,6.13,5322127.0,RAMCOIND,532369,2001.38,,,,,,,122.684594,669.37996
GOVINDLAL M PARIKH,1,537426,537426.0,5.83,537426.0,5.83,537426.0,RAJPALAYAM,532503,741.26,,,,,,,43.215458,669.37996
GOVINDLAL M PARIKH,1,3822729,3822729.0,2.15,3822729.0,2.15,3822729.0,EIDPARRY,500125,13800.04,,,,,,,296.70086,669.37996
GOVINDLAL M PARIKH,1,233910,233910.0,1.16,233910.0,1.16,233910.0,TVSHLTD,520056,17825.78,,,,,,,206.779048,669.37996
SHIVANI TEJAS TRIVEDI,1,198428,198428.0,4.65,198428.0,4.65,198428.0,SAMBANDAM,521240,61.52,,,,,,,2.8606800000000003,659.762172
SHIVANI TEJAS TRIVEDI,1,346100,346100.0,2.68,346100.0,2.68,346100.0,CENTUM,517544,2201.37,,,,,,,58.996716,659.762172
SHIVANI TEJAS TRIVEDI,1,600299,600299.0,2.4,600299.0,2.4,600299.0,ASTRAZEN,506820,21303.75,,,,,,,511.29,659.762172
SHIVANI TEJAS TRIVEDI,1,728800,728800.0,2.05,728800.0,2.05,728800.0,DLINKINDIA,533146,1526.71,,,,,,,31.297555,659.762172
SHIVANI TEJAS TRIVEDI,1,2356691,2356691.0,1.41,2356691.0,1.41,2356691.0,NOCIL,500730,3176.81,,,,,,,44.793021,659.762172
SHIVANI TEJAS TRIVEDI,1,160632,160632.0,1.0,160632.0,1.0,160632.0,CONTROLPR,522295,1052.42,,,,,,,10.5242,659.762172
Mona R Mehta,1,493525,493525.0,3.29,493525.0,3.29,493525.0,PTCIL,539006,19733.57,,,,,,,649.2344529999999,649.2344529999999
MANJULA M K,1,6728818,6728818.0,2.75,6728818.0,2.75,6728818.0,BRIGADE,532929,23584.59,,,,,,,648.576225,648.576225
Sanjay S Parikh,1,12008172,12008172.0,5.02,12008172.0,5.02,12008172.0,INDGN,544172,12683.74,,,,,,,636.7237479999999,636.7237479999999
AKSR Corporate Advisors Private Limited .,1,8619211,8619211.0,5.53,8619211.0,5.53,8619211.0,WESTLIFE,505533,11266.39,,,,,,,623.031367,623.031367
TEJAS BHALCHANDRA TRIVEDI,1,669078,669078.0,2.68,669078.0,2.68,669078.0,ASTRAZEN,506820,21303.75,,,,,,,570.9405,604.07136
TEJAS BHALCHANDRA TRIVEDI,1,232165,232165.0,1.93,232165.0,1.93,232165.0,COSMOFE,523100,289.74,,,,,,,5.591982,604.07136
TEJAS BHALCHANDRA TRIVEDI,1,382600,382600.0,1.08,382600.0,1.08,382600.0,DLINKINDIA,533146,1526.71,,,,,,,16.488468,604.07136
TEJAS BHALCHANDRA TRIVEDI,1,168049,168049.0,1.05,168049.0,1.05,168049.0,CONTROLPR,522295,1052.42,,,,,,,11.05041,604.07136
ANUJ ANANTRAI SHETH,1,566244,566244.0,4.52,566244.0,4.52,566244.0,BANARISUG,500041,4602.63,,,,,,,208.038876,601.591499
ANUJ ANANTRAI SHETH,1,4050320,4050320.0,3.89,4050320.0,3.89,4050320.0,ARIHANTCAP,511605,758.57,,,,,,,29.50837300000001,601.591499
ANUJ ANANTRAI SHETH,1,20920000,20920000.0,3.37,20920000.0,3.37,20920000.0,FINPIPE,500940,10802.5,,,,,,,364.04425,601.591499
Bucket 1 (Court Cases),1,14044500,14044500.0,8.87,14044500.0,8.87,,TMB,543596,6696.68,,,,,,,593.995516,593.995516
Krishna Kumar Pant,1,12295435,12295435.0,6.9,12295435.0,6.9,12295435.0,SYRMA,543573,8356.5,,,,0.0,,,576.5985000000001,576.5985000000001
Vanaja Sunder Iyer,1,882251,882251.0,1.03,882251.0,1.03,882251.0,LINDEINDIA,523457,55189.55,,,,,,,568.452365,568.452365
Ranjeet Singh Lonial,1,12085000,12085000.0,6.78,12085000.0,6.78,12085000.0,SYRMA,543573,8356.5,,,,0.0,,,566.5707,566.5707
Rashesh Chandrakant Shah,1,890665,890665.0,2.48,890665.0,2.48,890665.0,NUVAMA,543988,22743.15,,,,0.0,,,564.03012,564.03012
Mayank Poddar,1,8608212,8608212.0,1.11,8608212.0,1.11,8608212.0,POONAWALLA,524000,26063.34,,,,,,,289.30307400000004,552.542808
Mayank Poddar,1,7833931,7833931.0,1.01,7833931.0,1.01,7833931.0,POONAWALLA,524000,26063.34,,,,,,,263.239734,552.542808
Chunilal Fojaji Sanghvi,1,1974071,1974071.0,2.82,1974071.0,2.82,1974071.0,RATNAMANI,520111,19161.05,,,,,,,540.34161,540.34161
SIDDHARTH IYER,1,240753,240753.0,1.96,240753.0,1.96,240753.0,KDDL,532054,4034.72,,,,,,,79.080512,518.000954
SIDDHARTH IYER,1,221990,221990.0,1.73,221990.0,1.73,221990.0,NEULANDLAB,524558,15162.88,,,,,,,262.317824,518.000954
SIDDHARTH IYER,1,325000,325000.0,1.33,325000.0,1.33,325000.0,ETHOSLTD,543532,6326.48,,,,,,,84.142184,518.000954
SIDDHARTH IYER,1,650586,650586.0,1.18,650586.0,1.18,650586.0,AURIONPRO,532668,7835.63,,,,0.0,,,92.460434,518.000954
Ashish Kacholia,1,918550,918550.0,4.13,918550.0,4.13,918550.0,XPROINDIA,590013,2498.14,,3.91,110000.0,11.98,,,103.17318199999998,512.962057
Ashish Kacholia,1,597977,597977.0,4.0,597977.0,4.0,597977.0,AGARIND,531921,1583.88,,,,0.0,,,63.3552,512.962057
Ashish Kacholia,1,370000,370000.0,3.17,370000.0,3.17,370000.0,SANJIVIN,531569,316.23,,3.01,,,,,10.024491,512.962057
Ashish Kacholia,1,1754385,1754385.0,3.16,1754385.0,3.16,1754385.0,WALCHANNAG,507410,928.94,,2.59,,0.0,,,29.35450400000001,512.962057
Ashish Kacholia,1,300000,300000.0,2.78,300000.0,2.78,300000.0,KMEW,543273,1681.18,,,,,,,46.736804,512.962057
Ashish Kacholia,1,1362395,1362395.0,2.1,1362395.0,2.1,1362395.0,MANINDS,513269,1731.02,,2.03,,0.0,,,36.351420000000005,512.962057
Ashish Kacholia,1,754974,754974.0,1.84,754974.0,1.84,754974.0,AMIORG,543349,9885.06,,,,,,,181.885104,512.962057
Ashish Kacholia,1,2378928,2378928.0,1.84,2378928.0,1.84,2378928.0,AEROFLEX,543972,2287.03,,,,0.0,,,42.081352,512.962057
AJAY UPADHYAYA,1,3085000,3085000.0,4.65,3085000.0,4.65,3085000.0,KECL,533193,905.22,,,,,,,42.09273000000001,508.659275
AJAY UPADHYAYA,1,783000,783000.0,1.89,783000.0,1.89,783000.0,MARALOVER,521018,269.93,,,,,,,5.1016770000000005,508.659275
AJAY UPADHYAYA,1,1800000,1800000.0,1.59,1800000.0,1.6,1800000.0,SKIPPER,538562,5223.91,,,,,,,83.060169,508.659275
AJAY UPADHYAYA,1,350000,350000.0,1.53,350000.0,1.53,350000.0,SRM,544158,754.86,,,,0.0,,,11.549358000000002,508.659275
AJAY UPADHYAYA,1,3000000,3000000.0,1.33,3000000.0,1.33,3000000.0,VASCONEQ,533156,867.58,,,,,,,11.538814000000002,508.659275
AJAY UPADHYAYA,1,4000000,4000000.0,1.32,4000000.0,1.32,4000000.0,GENUSPOWER,530343,8554.06,,,,,,,112.913592,508.659275
AJAY UPADHYAYA,1,600000,600000.0,1.06,600000.0,1.06,600000.0,DOLLAR,541403,2295.02,,,,,,,24.327212,508.659275
AJAY UPADHYAYA,1,1100000,1100000.0,1.03,1100000.0,1.03,1100000.0,ONMOBILE,532944,526.5,,,,,,,5.42295,508.659275
AJAY UPADHYAYA,1,500000,500000.0,1.01,500000.0,1.01,500000.0,NAVINFLUOR,532504,21054.73,,,,,,,212.652773,508.659275
Rahul Lalit Thakkar .,1,2158800,2158800.0,2.39,2158800.0,2.39,2158800.0,ANGELONE,543235,21108.07,,,,,,,504.482873,504.482873
Sanjiv Dhireshbhai Shah,1,6436189,6436189.0,4.56,6436189.0,4.56,6436189.0,PDSL,538730,6444.72,,,,,,,293.879232,503.914375
Sanjiv Dhireshbhai Shah,1,1531496,1531496.0,3.33,1531496.0,3.33,1531496.0,PGIL,532808,5914.61,,3.28,,,,,196.956513,503.914375
Sanjiv Dhireshbhai Shah,1,852284,852284.0,1.95,852284.0,1.95,852284.0,KANORICHEM,506525,375.89,,,,,,,7.329854999999999,503.914375
Sanjiv Dhireshbhai Shah,1,607820,607820.0,1.21,607820.0,1.21,607820.0,INFOMEDIA,509069,32.98,,,,,,,0.3990579999999999,503.914375
Sanjiv Dhireshbhai Shah,1,258314,258314.0,1.03,258314.0,1.03,258314.0,EMKAY,532737,519.39,,,,,,,5.349717,503.914375
Gurpreet Kaur Shinh,1,1360427,1360427.0,6.8,1360427.0,6.8,1360427.0,NATIONSTD,504882,7400.0,,,,,,,503.2000000000001,503.2000000000001
Bharat C Shah,1,2146984,2146984.0,2.38,2146984.0,2.38,2146984.0,ANGELONE,543235,21108.07,,,,,,,502.372066,502.372066
Anuradha Lalit Thakkar .,1,2100000,2100000.0,2.33,2100000.0,2.33,2100000.0,ANGELONE,543235,21108.07,,,,,,,491.818031,491.818031
VARUN DAGA,1,450000,450000.0,5.24,450000.0,5.29,450000.0,3BBLACKBIO,532067,1511.45,,,,,,,79.19998000000001,471.837597
VARUN DAGA,1,647500,647500.0,4.84,647500.0,4.84,647500.0,BELLACASA,539399,576.93,,,,,,,27.923411999999995,471.837597
VARUN DAGA,1,1558224,1558224.0,1.54,1558224.0,1.54,1558224.0,POLYMED,531768,23389.01,,,,,,,360.190754,471.837597
VARUN DAGA,1,45450,45450.0,1.03,45450.0,1.03,45450.0,JENBURPH,524731,439.17,,,,,,,4.5234510000000006,471.837597
Nishith Jitendra Shah,1,2000000,2000000.0,2.22,2000000.0,2.22,2000000.0,ANGELONE,543235,21108.07,,,,,,,468.599154,468.599154
Sanjiv Narayan,1,9719000,9719000.0,5.46,9719000.0,5.46,9719000.0,SYRMA,543573,8356.5,,,,0.0,,,456.2649,456.2649
ARUN SURESH CHANDAVARKAR,1,13200000,13200000.0,1.1,13200000.0,1.1,13200000.0,BIOCON,532523,41294.64,,,,,,,454.24104000000005,454.24104000000005
Bela Mukesh Gandhi,1,1931527,1931527.0,2.14,1931527.0,2.14,1931527.0,ANGELONE,543235,21108.07,,,,,,,451.7126980000001,451.7126980000001
NIRMALA VINODKUMAR DAGA,1,145493,145493.0,3.3,145493.0,3.3,145493.0,JENBURPH,524731,439.17,,,,,,,14.49261,451.418058
NIRMALA VINODKUMAR DAGA,1,369779,369779.0,2.76,369779.0,2.76,369779.0,BELLACASA,539399,576.93,,,,,,,15.923267999999998,451.418058
NIRMALA VINODKUMAR DAGA,1,1827326,1827326.0,1.8,1827326.0,1.8,1827326.0,POLYMED,531768,23389.01,,,,,,,421.00218,451.418058
Ajay Upadhyaya,1,3189100,3189100.0,2.86,3189100.0,2.86,3189100.0,DCXINDIA,543650,2730.64,,,,,,,78.096304,449.385641
Ajay Upadhyaya,1,2000000,2000000.0,2.11,2000000.0,2.11,2000000.0,PRECAM,539636,1719.72,,,,,,,36.286092,449.385641
Ajay Upadhyaya,1,4000000,4000000.0,1.78,4000000.0,1.78,4000000.0,ELECON,505700,9874.72,,,,,,,175.770016,449.385641
Ajay Upadhyaya,1,2500000,2500000.0,1.37,2500000.0,1.37,2500000.0,OMAXE,532880,1401.02,,,,,,,19.193974,449.385641
Ajay Upadhyaya,1,2500000,2500000.0,1.1,2500000.0,1.1,2500000.0,TIMETECHNO,532856,8657.34,,,,,,,95.23074,449.385641
Ajay Upadhyaya,1,600000,600000.0,1.08,600000.0,1.08,600000.0,WALCHANNAG,507410,928.94,,0.89,,0.0,,,10.032552,449.385641
Ajay Upadhyaya,1,1800000,1800000.0,1.07,1800000.0,1.07,1800000.0,CAMLINFINE,532834,3250.09,,,,0.0,,,34.775963000000004,449.385641
Anil Kumar Goel,1,700000,700000.0,7.69,700000.0,7.69,700000.0,TCPLPACK,523301,4169.48,,,,,,,320.633012,449.25076
Anil Kumar Goel,1,1099000,1099000.0,5.49,1099000.0,5.49,1099000.0,AVADHSUGAR,540649,894.62,,,,,,,49.11463800000001,449.25076
Anil Kumar Goel,1,3200000,3200000.0,4.3,3200000.0,4.3,3200000.0,SAMTEX,521206,19.22,,,,,,,0.8264599999999999,449.25076
Anil Kumar Goel,1,597309,597309.0,4.24,597309.0,4.24,597309.0,MAGADSUGAR,540650,934.98,,,,,,,39.643152,449.25076
Anil Kumar Goel,1,1390000,1390000.0,3.64,1390000.0,3.64,1390000.0,UTTAMSUGAR,532729,991.02,,,,,,,36.073128,449.25076
Anil Kumar Goel,1,720000,720000.0,2.59,720000.0,2.59,720000.0,INDSILHYD,522165,114.3,,,,,,,2.96037,449.25076
LATA BHANSHALI,1,5269875,5269875.0,2.91,5269875.0,2.91,5269875.0,RKFORGE,532527,15285.32,,,,0.0,,,444.802812,444.802812
Priya Sarah Cheeran Joseph,1,12615399,12615399.0,2.9,12615399.0,2.9,12615399.0,VGUARD,532953,15244.17,,,,,,,442.08093,442.08093
Ritu Saraf,1,4236395,4236395.0,7.11,4236395.0,7.11,4236395.0,MANORAMA,541974,6173.27,,,,,,,438.919497,438.919497
Hitesh Satishchandra Doshi,1,50248,50248.0,2.54,50248.0,2.54,50248.0,UNIABEXAL,504605,411.63,,,,,,,10.455402,435.539127
Hitesh Satishchandra Doshi,1,2087340,2087340.0,1.87,2087340.0,1.89,2087340.0,ABREL,500040,22731.75,,,,,,,425.083725,435.539127
MATHEW CYRIAC,1,2500000,2500000.0,20.44,2500000.0,20.44,2500000.0,PALREDTEC,532521,61.05,,,,,,,12.47862,428.396288
MATHEW CYRIAC,1,4624649,4624649.0,6.28,4624649.0,6.29,4624649.0,HMVL,533217,640.43,,,,,,,40.219004000000005,428.396288
MATHEW CYRIAC,1,15668322,15668322.0,3.96,15668322.0,3.96,15668322.0,RELINFRA,500390,9487.34,,3.0,,0.0,,,375.698664,428.396288
PRITHVIRAJ SAREMAL KOTHARI,1,2700000,2700000.0,1.59,2700000.0,1.59,2700000.0,AIIL,539177,26316.65,,,,,,,418.4347350000001,418.4347350000001
Hetal Rasiklal Shah,1,3000000,3000000.0,2.2,3000000.0,2.2,3000000.0,ERIS,540596,18924.55,,,,,,,416.3401,416.3401
Aniruddha Narayan Malpani,1,2812560,2812560.0,1.64,2812560.0,1.64,2812560.0,IKS,544309,25040.24,,,2812560.0,100.0,,,410.659936,410.659936
ANIL RAMCHAND CHHABRIA,1,4725136,4725136.0,3.09,4725136.0,3.09,4725136.0,FINCABLES,500144,12828.55,,,,,,,396.402195,396.402195
UMANG TEJKARAN NAHATA,1,1699218,1699218.0,5.5,1699218.0,5.5,1699218.0,MASTEK,523704,7189.5,,,,,,,395.4225,395.4225
Hiten Anantrai Sheth,1,6000000,6000000.0,2.47,6000000.0,2.47,6000000.0,ASAHIINDIA,515030,15216.21,,,,,,,375.840387,375.840387
SUNDAR IYER,1,1469483,1469483.0,3.7,1469483.0,3.7,1469483.0,GENESYS,506109,3059.6,,,,,,,113.20520000000002,375.749375
SUNDAR IYER,1,1641055,1641055.0,2.97,1641055.0,2.97,1641055.0,AURIONPRO,532668,7835.63,,,,0.0,,,232.718211,375.749375
SUNDAR IYER,1,780794,780794.0,2.52,780794.0,2.52,780794.0,HARIOMPIPE,543517,1183.57,,,,0.0,,,29.825964,375.749375
Bhikhalal Chimanlal Shah,1,2680000,2680000.0,1.97,2680000.0,1.97,2680000.0,ERIS,540596,18924.55,,,,,,,372.813635,372.813635
DOLLY KHANNA,1,888052,888052.0,3.71,888052.0,3.71,888052.0,PPL,542684,1030.28,,,,,,,38.223388,372.64559
DOLLY KHANNA,1,564232,564232.0,1.89,564232.0,1.89,564232.0,ZUARIIND,500780,740.66,,,,,,,13.998474,372.64559
DOLLY KHANNA,1,1978638,1978638.0,1.75,1978638.0,1.75,1978638.0,KCPSUGIND,533192,423.04,,,,,,,7.403200000000001,372.64559
DOLLY KHANNA,1,2068360,2068360.0,1.75,2068360.0,1.75,2068360.0,MANGCHEFER,530011,1759.95,,,,,,,30.799125000000004,372.64559
DOLLY KHANNA,1,2761939,2761939.0,1.39,2761939.0,1.39,2761939.0,SDBL,507514,2531.69,,1.34,,0.0,,,35.190491,372.64559
DOLLY KHANNA,1,2295178,2295178.0,1.28,2295178.0,1.28,2295178.0,PRAKASH,506022,2805.32,,,,,,,35.908096,372.64559
DOLLY KHANNA,1,450392,450392.0,1.28,450392.0,1.28,450392.0,20MICRONS,533022,719.49,,,,,,,9.209472,372.64559
DOLLY KHANNA,1,61427,61427.0,1.22,61427.0,1.22,61427.0,NOL,507813,55.39,,,,0.0,,,0.675758,372.64559
DOLLY KHANNA,1,623464,623464.0,1.16,623464.0,1.16,623464.0,IMFA,533047,3530.49,,,,,,,40.953684,372.64559
DOLLY KHANNA,1,34190,34190.0,1.14,34190.0,1.14,34190.0,NILE,530129,458.74,,,,,,,5.229635999999999,372.64559
DOLLY KHANNA,1,702475,702475.0,1.14,702475.0,1.14,702475.0,TALBROAUTO,505160,1625.92,,,,,,,18.535488,372.64559
DOLLY KHANNA,1,1618520,1618520.0,1.09,1618520.0,1.09,1618520.0,CHENNPETRO,500110,9418.65,,,,,,,102.663285,372.64559
DOLLY KHANNA,1,302325,302325.0,1.08,302325.0,1.08,302325.0,POEL,539195,547.28,,,,,,,5.910624,372.64559
DOLLY KHANNA,1,354541,354541.0,1.07,354541.0,1.07,354541.0,STOVEKRAFT,543260,2611.67,,,,,,,27.944869000000004,372.64559
Vanaja Sundar Iyer,1,1790681,1790681.0,1.95,1790681.0,1.95,1790681.0,INDRAMEDCO,532150,3668.75,,,,,,,71.540625,371.201205
Vanaja Sundar Iyer,1,664144,664144.0,1.86,664144.0,1.86,664144.0,TCC,512038,1585.29,,,664144.0,100.0,,,29.486394,371.201205
Vanaja Sundar Iyer,1,186262,186262.0,1.41,186262.0,1.41,186262.0,FORCEMOT,500033,11028.9,,,,0.0,,,155.50749,371.201205
Vanaja Sundar Iyer,1,475000,475000.0,1.16,475000.0,1.16,475000.0,AMIORG,543349,9885.06,,,,,,,114.666696,371.201205
Gopinath Koteeswaran,1,9469070,9469070.0,4.59,9469070.0,4.59,9469070.0,LATENTVIEW,543398,7865.53,,,,,,,361.027827,361.027827
KAMINI A RAO,1,2144600,2144600.0,3.27,2144600.0,3.27,2144600.0,JLHL,543980,10870.19,,,,0.0,,,355.455213,355.455213
NEERA GUPTA,1,11160000,11160000.0,9.94,11160000.0,9.94,11160000.0,SGMART,512329,3536.59,,8.86,,0.0,,,351.537046,351.537046
KUNAL DHANPALBHAI SHAH,1,3133333,3133333.0,3.76,3133333.0,3.76,3133333.0,GANESHHOUC,526367,9323.09,,,,,,,350.54818399999994,350.54818399999994
NRUPAL DHANPAL SHAH,1,3133333,3133333.0,3.76,3133333.0,3.76,3133333.0,GANESHHOUC,526367,9323.09,,,,,,,350.54818399999994,350.54818399999994
SHREANS DAGA,1,1445122,1445122.0,1.43,1445122.0,1.43,1445122.0,POLYMED,531768,23389.01,,,,,,,334.462843,348.317299
SHREANS DAGA,1,199650,199650.0,1.02,199650.0,1.02,199650.0,ASTEC,533138,1358.28,,,,,,,13.854456,348.317299
Supriya Rathi,1,981300,981300.0,2.36,981300.0,2.36,981300.0,ANANDRATHI,543415,14749.86,,,,,,,348.096696,348.096696
Narinder Pal Singh Shinh,1,936062,936062.0,4.68,936062.0,4.68,936062.0,NATIONSTD,504882,7400.0,,,,,,,346.31999999999994,346.31999999999994
HITESH SATISHCHANDRA DOSHI,1,4207989,4207989.0,2.37,4207989.0,2.37,4207989.0,EIDPARRY,500125,13800.04,,,,,,,327.06094800000005,342.35229200000003
HITESH SATISHCHANDRA DOSHI,1,140337,140337.0,1.88,140337.0,1.88,140337.0,DAICHI,526821,210.68,,,,,,,3.960784,342.35229200000003
HITESH SATISHCHANDRA DOSHI,1,193512,193512.0,1.28,193512.0,1.28,193512.0,SWELECTES,532051,885.2,,,,,,,11.330560000000002,342.35229200000003
Dhwani Girishkumar Chovatia,1,1369516,1369516.0,3.35,1369516.0,3.35,1369516.0,AMIORG,543349,9885.06,,,,,,,331.14951,331.14951
Vijay Kishanlal Kedia,1,906491,906491.0,6.33,906491.0,6.33,906491.0,REPRO,532687,627.3,,,,0.0,,,39.70808999999999,326.985158
Vijay Kishanlal Kedia,1,1000000,1000000.0,1.44,1000000.0,1.44,1000000.0,SUDARSCHEM,506655,7848.25,,1.42,,,,,113.0148,326.985158
Vijay Kishanlal Kedia,1,2450000,2450000.0,1.09,2450000.0,1.09,2450000.0,ELECON,505700,9874.72,,,,,,,107.634448,326.985158
Vijay Kishanlal Kedia,1,1000000,1000000.0,1.05,1000000.0,1.05,1000000.0,PRECAM,539636,1719.72,,,,,,,18.05706,326.985158
